CA,STATION,TIME,ENTRIES,EXITS,DELTA_ENTRY,DELTA_EXIT,TOTAL_DELTA
R127,14 ST,20:00:00,1473668257.2985075,1580685436.1492538,1567.9850746268658,630.7014925373135,2198.686567164179
N078,14 ST,20:00:00,1680139300.2666667,815255634.8666667,1880.0,898.2,2778.2
N510,14 ST,20:00:00,229925168.7164179,145904634.49253732,195.76119402985074,104.16417910447761,299.92537313432837
R128,14 ST,20:00:00,29237426.28358209,16325227.776119404,944.1492537313433,348.1940298507463,1292.3432835820895
N513,14 ST,20:00:00,5309900.223880597,4434159.0,249.6417910447761,264.2089552238806,513.8507462686567
N078,14 ST,21:00:00,1723146382.0895522,838583915.6716418,1585.7462686567164,780.4029850746268,2366.1492537313434
R127,14 ST,22:41:28,1473876625.0,1580908570.0,181.0,64.0,245.0
R127,14 ST,23:00:00,1474521812.9333334,1581134783.0,660.4,235.4,895.8
N513,14 ST,23:00:00,5143662.866666666,4239445.0,110.33333333333333,110.93333333333334,221.26666666666668
N511,14 ST,23:00:00,12878460.2,9916348.533333333,75.93333333333334,35.666666666666664,111.6
N512,14 ST,23:00:00,25151880.466666665,31411189.733333334,305.93333333333334,281.06666666666666,587.0
N510,14 ST,23:00:00,224001711.4,142726649.46666667,81.73333333333333,43.46666666666667,125.2
R128,14 ST,23:00:00,29182071.2,16272740.933333334,475.2,126.86666666666666,602.0666666666667
