CA,STATION,TIME,ENTRIES,EXITS,DELTA_ENTRY,DELTA_EXIT,TOTAL_DELTA
N511,14 ST,04:00:00,13088194.097142857,10109953.657142857,49.245714285714286,387.5028571428571,436.74857142857144
N078,14 ST,05:00:00,1721342736.9771428,837610843.3542857,1394.7314285714285,3618.3714285714286,5013.102857142857
N512,14 ST,06:36:48,25142562.0,31406208.0,15.0,116.0,131.0
N513,14 ST,07:00:00,5145634.2,4241326.133333334,931.1666666666666,1368.0666666666666,2299.233333333333
N510,14 ST,07:00:00,224003790.6,142728577.5,819.5333333333333,2169.9,2989.4333333333334
R128,14 ST,07:00:00,29185986.1,16274657.1,1937.2,1032.4,2969.6
R127,14 ST,07:00:00,1474217087.0666666,1580928927.4666667,1544.9,1730.4666666666667,3275.366666666667
N512,14 ST,07:00:00,25154488.066666666,31415100.633333333,572.4333333333333,2459.233333333333,3031.6666666666665
N511,14 ST,07:00:00,12880737.1,9918299.266666668,278.1,1669.8666666666666,1947.9666666666667
N513,14 ST,07:08:06,5218872.0,4316352.0,137.0,169.0,306.0
N511,14 ST,07:15:00,13950534.0,10400447.0,0.0,1.0,1.0
R127,14 ST,07:15:55,1470843605.0,1579042651.0,1647.0,1797.0,3444.0
N511,14 ST,07:16:23,13950534.0,10400448.0,28.0,231.0,259.0
N513,14 ST,07:19:52,5319182.0,4428462.0,48.0,126.0,174.0
N512,14 ST,07:33:01,25425540.0,31817363.0,58.0,278.0,336.0
N078,14 ST,07:42:36,2385845349.0,1194635231.0,771.0,1251.0,2022.0
N510,14 ST,07:42:54,18057128.0,20339792.0,40.0,110.0,150.0
R128,14 ST,07:45:12,26317507.0,14660827.0,124.0,116.0,240.0
R127,14 ST,07:48:16,1474973848.0,1581354835.0,90.0,82.0,172.0
R127,14 ST,07:53:36,1471266496.0,1579280860.0,44.0,99.0,143.0
N512,14 ST,07:53:48,23698487.0,29322109.0,18.0,91.0,109.0
N510,14 ST,07:54:29,18136278.0,20421064.0,15.0,88.0,103.0
R127,14 ST,08:00:00,1473623941.0517242,1580661511.2873564,1723.1494252873563,1765.9655172413793,3489.114942528736
N078,14 ST,08:00:00,1680150257.6,815264332.0666667,2308.266666666667,5036.833333333333,7345.1
R128,14 ST,08:00:00,29189537.11494253,16299768.908045977,1811.396551724138,1036.103448275862,2847.5
N511,14 ST,08:00:00,13088243.502857143,10110342.485714287,357.97714285714284,1575.1142857142856,1933.0914285714287
N513,14 ST,08:00:00,5308095.257142857,4432876.3257142855,911.4342857142857,1362.222857142857,2273.657142857143
N510,14 ST,08:00:00,229724083.96,145867136.06857142,816.4571428571429,1965.1257142857144,2781.582857142857
N512,14 ST,08:00:00,25442068.71264368,31833830.643678162,640.5172413793103,2295.942528735632,2936.4597701149423
R127,14 ST,08:00:38,1471291634.0,1579293872.0,582.0,588.0,1170.0
R127,14 ST,08:10:37,1474974006.0,1581355029.0,1870.0,1795.0,3665.0
R128,14 ST,08:10:47,28828177.0,15947957.0,1531.0,776.0,2307.0
N512,14 ST,08:14:40,23291098.0,28728821.0,476.0,1900.0,2376.0
N512,14 ST,08:16:56,23692555.0,29313623.0,666.0,2199.0,2865.0
R127,14 ST,08:17:33,1470831050.0,1579036523.0,1403.0,1363.0,2766.0
N078,14 ST,08:24:15,2385263878.0,1194211254.0,1916.0,4074.0,5990.0
R127,14 ST,08:29:30,1470732027.0,1578980075.0,1300.0,1257.0,2557.0
N512,14 ST,08:32:53,23581004.0,29152442.0,596.0,2082.0,2678.0
R128,14 ST,08:33:07,28804974.0,15934991.0,1375.0,651.0,2026.0
R128,14 ST,08:33:22,29192112.0,16167671.0,1498.0,920.0,2418.0
R127,14 ST,08:34:43,1471106712.0,1579190868.0,1548.0,1564.0,3112.0
N513,14 ST,08:35:44,5269295.0,4371469.0,857.0,2584.0,3441.0
N512,14 ST,08:44:53,23575368.0,29144064.0,523.0,1796.0,2319.0
R128,14 ST,08:45:01,29185074.0,16163594.0,1250.0,820.0,2070.0
N510,14 ST,08:47:50,18136563.0,20421538.0,609.0,1561.0,2170.0
R127,14 ST,08:55:37,1471292216.0,1579294460.0,1423.0,1458.0,2881.0
N078,14 ST,09:00:00,1720156298.7885714,837595262.6057143,2127.022857142857,4192.88,6319.902857142857
N512,14 ST,09:01:28,25350201.0,31710364.0,468.0,1437.0,1905.0
R127,14 ST,09:05:45,1471267179.0,1579281666.0,1250.0,1123.0,2373.0
N512,14 ST,09:20:04,23599364.0,29180021.0,328.0,874.0,1202.0
N512,14 ST,09:25:12,23744173.0,29391765.0,461.0,1181.0,1642.0
R128,14 ST,09:25:54,29011442.0,16058854.0,881.0,684.0,1565.0
R128,14 ST,09:37:56,28846308.0,15958958.0,389.0,348.0,737.0
R127,14 ST,09:39:55,1471526630.0,1579426044.0,946.0,948.0,1894.0
R127,14 ST,10:03:25,1471280181.0,1579288436.0,65.0,97.0,162.0
R127,14 ST,10:12:38,1471280246.0,1579288533.0,674.0,571.0,1245.0
N511,14 ST,10:27:41,12284317.0,8947108.0,40.0,172.0,212.0
R128,14 ST,10:27:53,28798806.0,15931491.0,130.0,116.0,246.0
N511,14 ST,11:00:00,12881016.533333333,9919974.866666667,766.6333333333333,793.6666666666666,1560.3
R128,14 ST,11:00:00,29188037.466666665,16275752.533333333,1121.0333333333333,827.4333333333333,1948.4666666666667
N512,14 ST,11:00:00,24860768.233333334,31167691.9,924.5,1460.2666666666667,2384.766666666667
R127,14 ST,11:00:00,1474528806.4333334,1581139184.7333333,1845.0333333333333,1176.0666666666666,3021.1
N510,14 ST,11:00:00,224004610.13333333,142730747.4,764.8333333333334,796.3666666666667,1561.2
N513,14 ST,11:00:00,5146565.366666666,4242694.2,704.4,976.5333333333333,1680.9333333333334
N512,14 ST,11:06:33,23599692.0,29180895.0,190.0,356.0,546.0
N078,14 ST,11:34:35,2385800098.0,1194602135.0,749.0,1069.0,1818.0
N513,14 ST,12:00:00,5313813.537142857,4438177.222857143,870.7771428571428,1004.0457142857143,1874.8228571428572
R128,14 ST,12:00:00,29191369.36781609,16300818.942528736,1438.7931034482758,933.6666666666666,2372.4597701149423
N511,14 ST,12:00:00,13068572.565714287,10085804.965714285,979.0742857142857,840.16,1819.2342857142858
R127,14 ST,12:00:00,1473548147.5574713,1580614299.689655,2405.7528735632186,1346.6954022988505,3752.448275862069
N078,14 ST,12:00:00,1676187052.5333333,815252365.0666667,4458.433333333333,2404.0666666666666,6862.5
N510,14 ST,12:00:00,229724903.89714286,145869110.1142857,948.6914285714286,776.7542857142857,1725.4457142857143
N512,14 ST,12:00:00,25452009.594285715,31849503.297142856,1133.92,1640.5828571428572,2774.502857142857
R127,14 ST,12:04:39,1471223239.0,1579257372.0,2512.0,1335.0,3847.0
N512,14 ST,12:29:07,23599986.0,29181436.0,1144.0,1670.0,2814.0
N078,14 ST,13:00:00,1719353822.622857,837571981.2914286,5598.022857142857,2684.942857142857,8282.965714285714
N512,14 ST,14:37:31,23576509.0,29146866.0,4.0,21.0,25.0
N512,14 ST,14:38:54,23576513.0,29146887.0,456.0,631.0,1087.0
N510,14 ST,14:43:39,16792560.0,19046105.0,340.0,270.0,610.0
N512,14 ST,14:58:54,23442798.0,28956293.0,455.0,572.0,1027.0
R127,14 ST,15:00:00,1474530651.4666667,1581140360.8,3982.0,1704.1,5686.1
N513,14 ST,15:00:00,5147269.766666667,4243670.733333333,1447.2666666666667,1139.3,2586.5666666666666
R128,14 ST,15:00:00,29189158.5,16276579.966666667,2258.4333333333334,1431.9666666666667,3690.4
N512,14 ST,15:00:00,25156000.866666667,31419083.466666665,2131.4333333333334,2755.7,4887.133333333333
N511,14 ST,15:00:00,12881783.166666666,9920768.533333333,2456.866666666667,1177.0,3633.866666666667
N510,14 ST,15:00:00,224005374.96666667,142731543.76666668,1853.0,816.7666666666667,2669.766666666667
N511,14 ST,16:00:00,13089580.554285714,10112757.76,2703.3771428571426,1209.2457142857143,3912.6228571428574
N513,14 ST,16:00:00,5314684.314285714,4439181.268571429,1396.6742857142858,1056.28,2452.9542857142856
R128,14 ST,16:00:00,29020604.735632185,16204862.816091955,-14895.097701149425,-7518.879310344828,-22413.97701149425
N510,14 ST,16:00:00,229609407.04,145717376.02857143,1809.92,755.6342857142857,2565.554285714286
N512,14 ST,16:00:00,25453155.28,31851160.417142857,2331.3885714285716,2810.8342857142857,5142.222857142857
R127,14 ST,16:00:00,1473464631.2413793,1580540204.8908045,-21127.58620689655,-12043.775862068966,-33171.362068965514
N078,14 ST,16:00:00,1680157088.1666667,815271908.7666667,7454.633333333333,2795.866666666667,10250.5
N078,14 ST,17:00:00,1721323189.4342856,837584843.6971428,6931.308571428572,2656.8914285714286,9588.2
N511,14 ST,19:00:00,12884240.033333333,9921945.533333333,1293.7333333333333,383.3333333333333,1677.0666666666666
N510,14 ST,19:00:00,224007227.96666667,142732360.53333333,761.3333333333334,262.23333333333335,1023.5666666666667
R127,14 ST,19:00:00,1474534633.4666667,1581142064.9,2692.8,784.7,3477.5
N512,14 ST,19:00:00,25158132.3,31421839.166666668,1665.0,1209.9,2874.9
R128,14 ST,19:00:00,29191416.933333334,16278011.933333334,1487.4333333333334,658.5666666666667,2146.0
N513,14 ST,19:00:00,5148717.033333333,4244810.033333333,756.7333333333333,445.1666666666667,1201.9
N078,14 ST,20:00:00,1680164542.8,815274704.6333333,2315.6666666666665,741.6333333333333,3057.3
N513,14 ST,20:00:00,5316080.988571429,4440237.548571428,458.85714285714283,228.5142857142857,687.3714285714286
N511,14 ST,20:00:00,13092283.931428572,10113967.005714286,638.2628571428571,170.05142857142857,808.3142857142857
R128,14 ST,20:00:00,29141924.798850574,16282213.689655172,1057.5632183908046,341.35057471264366,1398.9137931034484
R127,14 ST,20:00:00,1472803162.8908045,1580551276.5,1807.8333333333333,461.2586206896552,2269.0919540229884
N512,14 ST,20:00:00,25446278.781609196,31840755.913793102,1035.1436781609195,627.5172413793103,1662.66091954023
N510,14 ST,20:00:00,229727698.7942857,145870805.64,416.69142857142856,125.22285714285714,541.9142857142857
N078,14 ST,21:00:00,1717506819.7873564,835547590.9137931,1726.1379310344828,584.948275862069,2311.0862068965516
N512,14 ST,21:18:21,25354618.0,31716411.0,627.0,322.0,949.0
N510,14 ST,23:00:00,224007989.3,142732622.76666668,62.266666666666666,23.666666666666668,85.93333333333334
N513,14 ST,23:00:00,5149473.766666667,4245255.2,78.9,56.8,135.7
N511,14 ST,23:00:00,12885533.766666668,9922328.866666667,62.0,21.5,83.5
R127,14 ST,23:00:00,1474537326.2666667,1581142849.6,438.8,134.16666666666666,572.9666666666667
N512,14 ST,23:00:00,25159797.3,31423049.066666666,183.46666666666667,128.06666666666666,311.53333333333336
R128,14 ST,23:00:00,29192904.366666667,16278670.5,300.76666666666665,66.83333333333333,367.6
