CA,STATION,TIME,ENTRIES,EXITS,DELTA_ENTRY,DELTA_EXIT,TOTAL_DELTA
A031,23 ST,03:00:00,20493113.466666665,16704978.2,68.06666666666666,106.53333333333333,174.6
N509,23 ST,03:00:00,23521291.8,16761483.266666668,75.8,74.26666666666667,150.06666666666666
R132,23 ST,04:00:00,20989735.733333334,41367405.46666667,36.46666666666667,215.73333333333332,252.2
R226A,23 ST,04:00:00,36517961.333333336,21265794.533333335,11.133333333333333,54.86666666666667,66.0
N077,23 ST,04:00:00,14199434.636363637,26820211.21212121,66.37878787878788,218.84848484848484,285.22727272727275
N076,23 ST,04:00:00,32752238.253731344,17550777.85074627,176.91044776119404,172.92537313432837,349.8358208955224
N075,23 ST,04:00:00,156494646.97014925,548837228.8507463,67.4776119402985,40.208955223880594,107.68656716417911
R131,23 ST,04:00:00,21103846.2,8332459.466666667,112.2,58.86666666666667,171.06666666666666
R227A,23 ST,04:00:00,15551838.933333334,9000177.8,54.666666666666664,63.93333333333333,118.6
A030,23 ST,04:00:00,130559955.02985075,20389090.67164179,128.3582089552239,201.6417910447761,330.0
R227,23 ST,04:00:00,960807606.7333333,908686594.2,94.4,61.8,156.2
N508,23 ST,04:00:00,3083208903.552239,3242195816.3432837,40.62686567164179,256.0149253731343,296.64179104477614
N509,23 ST,04:00:00,24252270.686567165,17227108.98507463,74.74626865671642,107.44776119402985,182.19402985074626
A031,23 ST,04:00:00,20888785.08955224,16986828.686567165,84.58208955223881,172.6417910447761,257.2238805970149
R226,23 ST,04:00:00,2071027695.2,1732544807.4666667,46.86666666666667,262.4,309.26666666666665
R132,23 ST,05:00:00,21209327.3880597,41785356.74626866,77.50746268656717,380.85074626865674,458.35820895522386
R131,23 ST,05:00:00,20001183.85074627,7969666.134328358,206.4179104477612,124.04477611940298,330.46268656716416
R226,23 ST,05:00:00,2093212942.0447762,1732770172.4477613,110.71641791044776,558.0298507462686,668.7462686567164
R227A,23 ST,05:00:00,15849651.134328358,9184565.23880597,77.32835820895522,87.11940298507463,164.44776119402985
R227,23 ST,05:00:00,961198136.1343284,908770246.3731344,134.97014925373134,62.44776119402985,197.4179104477612
R226A,23 ST,05:00:00,36616506.50746269,21401973.91044776,25.91044776119403,128.5820895522388,154.49253731343285
N076,23 ST,07:00:00,32072537.933333334,17178923.666666668,688.6,846.6666666666666,1535.2666666666667
A031,23 ST,07:00:00,20493181.533333335,16705084.733333332,415.6,855.6666666666666,1271.2666666666667
N509,23 ST,07:00:00,23521367.6,16761557.533333333,322.0,713.4,1035.4
